date,cmname,price,mktname
2/15/2009,Rice (coarse) - Retail,23.4,Dhaka Division
3/15/2009,Rice (coarse) - Retail,21.2,Dhaka Division
4/15/2009,Rice (coarse) - Retail,19.4,Dhaka Division
5/15/2009,Rice (coarse) - Retail,19.8333,Dhaka Division
6/15/2009,Rice (coarse) - Retail,19.8,Dhaka Division
7/15/2009,Rice (coarse) - Retail,20.2857,Dhaka Division
8/15/2009,Rice (coarse) - Retail,25,Dhaka Division
9/15/2009,Rice (coarse) - Retail,20.3333,Dhaka Division
10/15/2009,Rice (coarse) - Retail,22.3,Dhaka Division
11/15/2009,Rice (coarse) - Retail,22.4,Dhaka Division
12/15/2009,Rice (coarse) - Retail,23.8889,Dhaka Division
1/15/2010,Rice (coarse) - Retail,27,Dhaka Division
2/15/2010,Rice (coarse) - Retail,28.5,Dhaka Division
3/15/2010,Rice (coarse) - Retail,28.4,Dhaka Division
4/15/2010,Rice (coarse) - Retail,26.3333,Dhaka Division
5/15/2010,Rice (coarse) - Retail,26.5,Dhaka Division
6/15/2010,Rice (coarse) - Retail,28.1429,Dhaka Division
7/15/2010,Rice (coarse) - Retail,29.5,Dhaka Division
8/15/2010,Rice (coarse) - Retail,29.4,Dhaka Division
9/15/2010,Rice (coarse) - Retail,31.6,Dhaka Division
10/15/2010,Rice (coarse) - Retail,33.5,Dhaka Division
11/15/2010,Rice (coarse) - Retail,32.75,Dhaka Division
12/15/2010,Rice (coarse) - Retail,33,Dhaka Division
1/15/2011,Rice (coarse) - Retail,36.3333,Dhaka Division
2/15/2011,Rice (coarse) - Retail,35.6,Dhaka Division
3/15/2011,Rice (coarse) - Retail,34.8,Dhaka Division
4/15/2011,Rice (coarse) - Retail,34.5,Dhaka Division
5/15/2011,Rice (coarse) - Retail,33.4,Dhaka Division
6/15/2011,Rice (coarse) - Retail,30.1667,Dhaka Division
7/15/2011,Rice (coarse) - Retail,31.7143,Dhaka Division
8/15/2011,Rice (coarse) - Retail,30.8182,Dhaka Division
9/15/2011,Rice (coarse) - Retail,31.4,Dhaka Division
10/15/2011,Rice (coarse) - Retail,30.2727,Dhaka Division
11/15/2011,Rice (coarse) - Retail,30,Dhaka Division
12/15/2011,Rice (coarse) - Retail,29.7121,Dhaka Division
1/15/2012,Rice (coarse) - Retail,28.8571,Dhaka Division
2/15/2012,Rice (coarse) - Retail,28.5,Dhaka Division
3/15/2012,Rice (coarse) - Retail,27,Dhaka Division
4/15/2012,Rice (coarse) - Retail,26.5,Dhaka Division
5/15/2012,Rice (coarse) - Retail,25.6,Dhaka Division
6/15/2012,Rice (coarse) - Retail,25.1818,Dhaka Division
7/15/2012,Rice (coarse) - Retail,25.0909,Dhaka Division
8/15/2012,Rice (coarse) - Retail,24.5455,Dhaka Division
9/15/2012,Rice (coarse) - Retail,24.1111,Dhaka Division
10/15/2012,Rice (coarse) - Retail,24.3333,Dhaka Division
11/15/2012,Rice (coarse) - Retail,26.498,Dhaka Division
12/15/2012,Rice (coarse) - Retail,26.5,Dhaka Division
1/15/2013,Rice (coarse) - Retail,26.33,Dhaka Division
2/15/2013,Rice (coarse) - Retail,30,Dhaka Division
3/15/2013,Rice (coarse) - Retail,29.5,Dhaka Division
4/15/2013,Rice (coarse) - Retail,29.33,Dhaka Division
5/15/2013,Rice (coarse) - Retail,29.71,Dhaka Division
6/15/2013,Rice (coarse) - Retail,28.8,Dhaka Division
7/15/2013,Rice (coarse) - Retail,30.13,Dhaka Division
8/15/2013,Rice (coarse) - Retail,30.1429,Dhaka Division
9/15/2013,Rice (coarse) - Retail,31.2857,Dhaka Division
10/15/2013,Rice (coarse) - Retail,32.25,Dhaka Division
11/15/2013,Rice (coarse) - Retail,34,Dhaka Division
12/15/2013,Rice (coarse) - Retail,33.14,Dhaka Division
1/15/2014,Rice (coarse) - Retail,34.14,Dhaka Division
2/15/2014,Rice (coarse) - Retail,34,Dhaka Division
3/15/2014,Rice (coarse) - Retail,34,Dhaka Division
4/15/2014,Rice (coarse) - Retail,33.83,Dhaka Division
5/15/2014,Rice (coarse) - Retail,33.8,Dhaka Division
6/15/2014,Rice (coarse) - Retail,33,Dhaka Division
7/15/2014,Rice (coarse) - Retail,33.4,Dhaka Division
8/15/2014,Rice (coarse) - Retail,34,Dhaka Division
9/15/2014,Rice (coarse) - Retail,34.3636,Dhaka Division
10/15/2014,Rice (coarse) - Retail,35.3636,Dhaka Division
11/15/2014,Rice (coarse) - Retail,35.0833,Dhaka Division
12/15/2014,Rice (coarse) - Retail,32.3333,Dhaka Division
1/15/2015,Rice (coarse) - Retail,32.5,Dhaka Division
2/15/2015,Rice (coarse) - Retail,32.875,Dhaka Division
3/15/2015,Rice (coarse) - Retail,32.875,Dhaka Division
4/15/2015,Rice (coarse) - Retail,33.9395,Dhaka Division
5/15/2015,Rice (coarse) - Retail,30.4,Dhaka Division
6/15/2015,Rice (coarse) - Retail,29.2308,Dhaka Division
7/15/2015,Rice (coarse) - Retail,29.23,Dhaka Division
8/15/2015,Rice (coarse) - Retail,28.67,Dhaka Division
9/15/2015,Rice (coarse) - Retail,28.62,Dhaka Division
10/15/2015,Rice (coarse) - Retail,29.23,Dhaka Division
11/15/2015,Rice (coarse) - Retail,28.62,Dhaka Division
12/15/2015,Rice (coarse) - Retail,27.5,Dhaka Division
1/15/2016,Rice (coarse) - Retail,28.5,Dhaka Division
2/15/2016,Rice (coarse) - Retail,29.5,Dhaka Division
3/15/2016,Rice (coarse) - Retail,28.33,Dhaka Division
4/15/2016,Rice (coarse) - Retail,26.86,Dhaka Division
5/15/2016,Rice (coarse) - Retail,27.17,Dhaka Division
6/15/2016,Rice (coarse) - Retail,27.31,Dhaka Division
7/15/2016,Rice (coarse) - Retail,28.46,Dhaka Division
8/15/2016,Rice (coarse) - Retail,29.85,Dhaka Division
9/15/2016,Rice (coarse) - Retail,32.5,Dhaka Division
10/15/2016,Rice (coarse) - Retail,35,Dhaka Division
11/15/2016,Rice (coarse) - Retail,36,Dhaka Division
12/15/2016,Rice (coarse) - Retail,34.57,Dhaka Division
1/15/2017,Rice (coarse) - Retail,35.14,Dhaka Division
2/15/2017,Rice (coarse) - Retail,36.29,Dhaka Division
3/15/2017,Rice (coarse) - Retail,37.75,Dhaka Division
4/15/2017,Rice (coarse) - Retail,39.875,Dhaka Division
5/15/2017,Rice (coarse) - Retail,42.1429,Dhaka Division
6/15/2017,Rice (coarse) - Retail,43.37,Dhaka Division
7/15/2017,Rice (coarse) - Retail,41.9829,Dhaka Division
8/15/2017,Rice (coarse) - Retail,41.929,Dhaka Division
9/15/2017,Rice (coarse) - Retail,25.73,Dhaka Division
10/15/2017,Rice (coarse) - Retail,25.73,Dhaka Division
11/15/2017,Rice (coarse) - Retail,22.9,Dhaka Division
12/15/2017,Rice (coarse) - Retail,41.125,Dhaka Division
1/15/2018,Rice (coarse) - Retail,40.69,Dhaka Division
2/15/2018,Rice (coarse) - Retail,40.44,Dhaka Division
3/15/2018,Rice (coarse) - Retail,40.352,Dhaka Division
4/15/2018,Rice (coarse) - Retail,38.32,Dhaka Division
5/15/2018,Rice (coarse) - Retail,39.58,Dhaka Division
6/15/2018,Rice (coarse) - Retail,39.58,Dhaka Division
7/15/2018,Rice (coarse) - Retail,39.993,Dhaka Division
8/15/2018,Rice (coarse) - Retail,38.873,Dhaka Division
9/15/2018,Rice (coarse) - Retail,38.571,Dhaka Division
10/15/2018,Rice (coarse) - Retail,37.292,Dhaka Division
11/15/2018,Rice (coarse) - Retail,36.286,Dhaka Division
12/15/2018,Rice (coarse) - Retail,33.553,Dhaka Division
1/15/2019,Rice (coarse) - Retail,33.37,Dhaka Division
2/15/2019,Rice (coarse) - Retail,31.71,Dhaka Division
3/15/2019,Rice (coarse) - Retail,31.11,Dhaka Division
4/15/2019,Rice (coarse) - Retail,30.4,Dhaka Division
5/15/2019,Rice (coarse) - Retail,29.63,Dhaka Division
6/15/2019,Rice (coarse) - Retail,30.33,Dhaka Division
9/15/2019,Rice (coarse) - Retail,30.0333,Dhaka Division
10/15/2019,Rice (coarse) - Retail,29.7,Dhaka Division
11/15/2019,Rice (coarse) - Retail,30.4,Dhaka Division
12/15/2019,Rice (coarse) - Retail,28.9,Dhaka Division
1/15/2020,Rice (coarse) - Retail,28.9,Dhaka Division
2/15/2020,Rice (coarse) - Retail,30.7,Dhaka Division
3/15/2020,Rice (coarse) - Retail,32.5,Dhaka Division
5/15/2020,Rice (coarse) - Retail,41.5,Dhaka Division
6/15/2020,Rice (coarse) - Retail,40.175,Dhaka Division
7/15/2020,Rice (coarse) - Retail,42.8333,Dhaka Division
8/15/2020,Rice (coarse) - Retail,43.42,Dhaka Sadar
9/15/2020,Rice (coarse) - Retail,44,Dhaka Sadar
10/15/2020,Rice (coarse) - Retail,43.55,Dhaka Sadar
11/15/2020,Rice (coarse) - Retail,43.5,Dhaka Sadar
5/15/2021,Rice (coarse) - Retail,45,Dhaka Sadar
6/15/2021,Rice (coarse) - Retail,46.1,Dhaka Sadar
7/15/2021,Rice (coarse) - Retail,47,Dhaka Sadar
8/15/2021,Rice (coarse) - Retail,47,Dhaka Sadar
9/15/2021,Rice (coarse) - Retail,46,Dhaka Sadar
10/15/2021,Rice (coarse) - Retail,44.85,Dhaka Sadar
11/15/2021,Rice (coarse) - Retail,45.4,Dhaka Sadar
12/15/2021,Rice (coarse) - Retail,45.4,Dhaka Sadar
